csf	constant	linearTrend	wm	global	motion-pitch	motion-roll	motion-yaw	motion-x	motion-y	motion-z	gm	compcor1	compcor2	compcor3	compcor4	compcor5
13267.027095607069	1.0	22.0	9506.47335908482	9905.583578138025	0.1764	0.0439	-0.0193	-0.0256	-0.0527	-0.0077	9546.207387555856	0.06932355312400613	0.10408842521778723	0.02208499058268822	0.09997900902338008	-0.055507590671791354
13265.516144299116	1.0	23.0	9498.011396374372	9891.76809763359	0.1837	0.0444	-0.0101	-0.0209	-0.0594	-0.0099	9514.97429255213	-0.056151362777444494	-0.09857262237223256	0.04797840594814791	0.03829282215078127	-0.025168621662880707
13293.059260133838	1.0	24.0	9483.57650999246	9902.338061048715	0.167	0.0421	-0.0147	-0.0507	-0.0583	0.0099	9535.96469807993	0.04956453391156795	-0.005700934389122828	0.13074870444823242	0.04718124180941673	-0.05438344410434953
13279.659945128395	1.0	25.0	9495.44724419335	9912.493648506757	0.1701	0.0363	-0.0292	-0.029	-0.0511	-0.0096	9549.0082933353	-0.18162841559206686	0.009167091708869134	0.04836705631118749	-0.029144004184627075	-0.025918562446726953
13287.380060915088	1.0	26.0	9484.134008167925	9920.40813662493	0.1384	0.0375	-0.0055	-0.0217	-0.0357	-0.0053	9548.994494003695	0.12357719262834	-0.06880394849818099	0.0837571737445346	-0.04884829974720148	-0.01686812992896482
13314.248755283043	1.0	27.0	9500.47442798833	9930.299602318206	0.1174	0.0414	-0.0145	-0.0381	-0.0536	0.0078	9552.988495921823	0.011579418261809195	0.10518755233431695	-0.015608864424217534	0.035388990850234635	0.09752418651415398
13292.465626200692	1.0	28.0	9496.83790138824	9933.790243979163	0.1356	0.0273	-0.0174	-0.0249	-0.0377	-0.003	9563.443593040656	-0.01837494710818983	-0.16751323190334447	-0.05054368181834875	-0.03715721704731978	0.058915950204665446
13309.177940493724	1.0	29.0	9515.088893289541	9944.050156423851	0.0969	0.0369	0.0025	-0.031	-0.0418	0.0085	9575.44389043546	0.08675768877763006	0.08442377007342348	-0.03394305656759297	0.05674881499608305	0.027885681393978234
13268.473757884542	1.0	30.0	9513.140941140535	9942.073238173989	0.1073	0.0448	-0.0126	-0.0217	-0.0401	0.007	9566.064676845746	-0.05202609173629334	-0.04948564365073767	-0.03533200664715623	0.03221957513954102	0.026213715208789505
13289.163498174948	1.0	31.0	9509.982875472066	9927.903786089191	0.1289	0.0384	-0.0055	-0.0205	-0.0286	-0.0141	9559.514259469928	0.09422553368298649	-0.04581290506708188	0.0419328267206915	0.09894725016935227	-0.017605356456376245
13306.621793152855	1.0	32.0	9511.984073155134	9934.080476956638	0.129	0.0349	-0.0184	-0.0265	-0.045	-0.0103	9561.518650279651	-0.016412234576712547	0.04610010707303557	-0.036587979571319235	0.020152306792571573	0.028944685105156524
13330.956106717469	1.0	33.0	9495.231157715887	9944.580094884019	0.1372	0.0243	-0.022	-0.0256	-0.0362	-0.0228	9569.244989902512	-0.04204835026878151	-0.17200176755815913	-0.007968217922352364	-0.0739278116830869	0.06654203436858905
13309.48066786469	1.0	34.0	9508.780884310629	9975.98356335079	0.0998	0.0204	-0.0108	-0.0492	-0.0303	-0.0346	9591.789632305077	0.10499592793653816	0.018921899278724893	-0.0038445300079662727	-0.046095906117203336	0.033766203883689686
13322.932743260119	1.0	35.0	9517.61494412314	9967.959152653213	0.119	0.0351	-0.0265	-0.0327	-0.0354	-0.0364	9577.615476397797	-0.10222014068943222	0.09785697121435416	-0.097231160871848	0.06468708007849196	-0.0038255888927087945
13316.358314389088	1.0	36.0	9511.297742246863	9935.770932971316	0.1425	0.0317	-0.0156	-0.0203	-0.0416	-0.0226	9549.694007008688	-0.05652420076444461	-0.1478075828995404	-0.015291761832559566	0.05938429079900579	-0.0031709041139110546
13295.990164334657	1.0	37.0	9519.405382278985	9909.593253422341	0.1128	0.0366	-0.0132	-0.0287	-0.0367	-0.0119	9531.466668379515	0.06048927014417855	0.005452411775016348	0.03135469873501347	0.17222978482222118	0.02665623490035487
13276.62788065926	1.0	38.0	9502.617833341805	9916.386296295725	0.1163	0.037	-0.0182	-0.0133	-0.0298	0.0009	9544.042670337076	-0.17016057180021643	0.06984557667683829	0.09843012226640593	0.08622795438136496	-0.03779425349829449
13256.494740970798	1.0	39.0	9520.533689936381	9934.888391755752	0.0846	0.0395	-0.0019	-0.0233	-0.026	-0.0072	9551.782016220952	0.008146733127880309	-0.04243354279964699	0.014002381875678961	0.054808728322037856	0.08793213968215993
13331.757298203765	1.0	40.0	9513.298675353375	9937.200996062471	0.1118	0.0433	-0.0083	-0.0017	-0.0361	-0.0073	9570.279722187677	0.05039021370580909	0.05247644123635738	-0.027571000918726992	-0.04075906864871979	0.02246624331589552
13291.65852731173	1.0	41.0	9514.829062373876	9927.93777561745	0.0978	0.0406	0.0139	-0.0229	-0.0303	0.0017	9549.666190154641	0.00419281374684655	0.035345449430531486	0.06373988871426042	0.08229736031688192	-0.08553151905160686
13322.139894579277	1.0	42.0	9516.825687126178	9937.822605859126	0.0943	0.0438	-0.0015	-0.0255	-0.0384	0.0147	9562.107974878658	-0.059516097194096236	0.0017081651272908554	-0.039284719812908965	-0.015842532296788895	0.01313631055935672
13270.930959232517	1.0	43.0	9506.512038778577	9947.346726420536	0.1104	0.0284	0.0078	-0.0153	-0.0165	-0.0154	9577.787172985874	0.03347950705303449	-0.04429527984517091	0.11101732701165398	0.038020664224272346	-0.004190356340075629
13327.47901991547	1.0	44.0	9523.676053152198	9965.473707871732	0.0769	0.0407	0.0059	-0.0329	-0.0336	-0.0045	9593.616559955748	-0.06262285155920853	0.1220808431612982	-0.042450549786204834	-0.015515179157289182	0.19244253126306865
13340.42197305648	1.0	45.0	9521.188404799665	9962.562407533345	0.105	0.0299	-0.0072	-0.0131	-0.0214	-0.0145	9587.518545903366	-0.05230658787863462	-0.09964604868951749	-0.03341251841287249	0.02500349055683726	0.11816609200088898
13311.272232806095	1.0	46.0	9514.508320908983	9959.170477944468	0.0536	0.0386	0.0087	-0.0219	-0.0174	-0.0081	9579.354301906906	0.13889927781981506	0.08483572893602387	0.043397134726057794	-0.0018498673238683259	0.029554367404222535
13332.256147540984	1.0	47.0	9519.210699902666	9955.030070780764	0.0236	0.0364	0.0002	-0.0258	-0.0189	0.0118	9571.225250178486	-0.001889015107647157	0.00486865659544519	-0.0016348323347784004	0.009553234536532944	0.06432531413706832
13298.8084626745	1.0	48.0	9515.317198604629	9964.256409478558	0.0613	0.0239	0.0054	-0.0348	-0.0221	0.011	9587.10263602639	0.04298888476927585	-0.0024642053576127924	0.06094195920907753	0.004538076819749997	0.07505829579065275
13297.574945168417	1.0	49.0	9517.734702093436	9969.594034176613	0.0443	0.0325	0.024	-0.0486	-0.0262	0.0048	9593.950732671168	0.009346144627183204	0.05965419684244377	0.060328775997513	0.020266073037626963	0.07604569145243206
13350.335032978996	1.0	50.0	9522.286654616264	9960.70559436264	0.0773	0.0419	0.0183	-0.0157	-0.0399	0.0064	9580.239970404176	-0.0156865561520699	-0.0956548999055235	-0.055018073406029655	-0.0026231508010901134	0.04211219147526648
13295.377540463307	1.0	51.0	9521.764002334912	9960.83899747499	0.0687	0.0277	0.0171	-0.0073	-0.0254	-0.0004	9597.711807949034	0.05128211359012202	0.07194145070921225	0.09320717964412528	0.07364227450203613	0.07942137273360078
13308.383376825052	1.0	52.0	9523.86250269318	9971.701369715964	0.0384	0.0272	0.0114	-0.0184	-0.0301	0.0018	9599.335153626056	-0.09404318078656683	0.0587859670163433	0.010889099669141642	0.013291143648570787	0.08579258942943836
13345.638197601818	1.0	53.0	9525.301378775763	9975.67588545169	0.0588	0.026	0.0029	-0.0058	-0.0223	0.0018	9604.802194517855	-0.013738416895037216	-0.048519749960315474	-0.09306156968577495	-0.0791486575066599	0.12464392103261288
13303.366216940958	1.0	54.0	9523.147520490933	9969.10115041596	0.0653	0.0277	0.0203	-0.0002	-0.0187	-0.013	9598.13893224595	0.0787294821743681	0.1021542784425689	0.06660743552299613	-0.01880274053913606	-0.0036175545275520526
13316.519040967598	1.0	55.0	9526.60241206101	9960.49888566102	0.0428	0.0277	0.0173	-0.0171	-0.0273	-0.0064	9573.011944318476	-0.05951841929778772	0.03544853741357045	0.022624639455864744	0.0025229283181018415	0.014282013865544866
13287.85577992924	1.0	56.0	9524.155391382694	9957.094171382261	0.0726	0.0194	0.0067	-0.0071	-0.0357	-0.0015	9582.077572107133	-0.01866437207201446	-0.05255345860897494	0.04924335356197663	-0.051560933829625254	0.05788468734059316
13323.40733562532	1.0	57.0	9526.018355330487	9972.595774803645	0.0458	0.009	0.0252	-0.0197	-0.0226	-0.0068	9578.888700775362	0.04820393628230269	0.11289835130739415	0.008321781113487747	-0.018292060305992612	0.02573611648322894
13303.531107918161	1.0	58.0	9536.343736415558	9967.304347780231	0.0578	0.0079	-0.0041	-0.0071	-0.029	0.0027	9573.420683923054	-0.03858507992391919	0.018214611347361673	-0.00863479139749277	0.012459991055351874	0.15694777683647895
13331.357314813333	1.0	59.0	9529.523898114508	9961.559842874029	0.0677	0.0035	0.0192	-0.0041	-0.0225	-0.014	9575.725287644538	0.02386188488113119	-0.0747442007481214	0.0025479473438097533	0.07289299817390921	0.011566935473514424
13325.90437091765	1.0	60.0	9529.925195601732	9959.343891764565	0.0346	0.0177	0.0216	-0.0156	-0.0282	0.0021	9570.046792959389	0.04053364377051721	0.06885792475099532	0.00654038473193459	0.026887452065375638	0.024043596675239934
13298.460385181865	1.0	61.0	9534.86801946999	9948.457115624773	0.066	0.0166	0.0095	-0.0079	-0.0318	0.0062	9577.140805711748	-0.10344702080644022	-0.14573411653559065	-0.007077526778264372	0.02159097750738821	0.06459686165915651
13315.4358470479	1.0	62.0	9521.527949857906	9956.943878875483	0.0605	0.0163	0.0233	0.0007	-0.034	0.0115	9593.843060881842	0.12967163298625106	0.06499030584723635	0.13647261874235467	0.02344927024426908	0.00016745726537947467
13298.550649173923	1.0	63.0	9529.879498939417	9963.771614146568	0.0503	0.0247	0.0144	-0.0144	-0.0493	0.0143	9584.49519287535	-0.12913730156675104	0.05625182264341078	0.0476063540256072	0.016422456531728555	0.14053572098802167
13306.402563876793	1.0	64.0	9537.267232563361	9972.19842713334	0.0646	0.0138	-0.0034	0.0078	-0.0309	0.0006	9589.173212078425	-0.005720727476136261	-0.08623243774759447	-0.039469491837546604	-0.02337936942011605	0.1662320488518036
13285.082504522605	1.0	65.0	9524.86891080375	9975.401518811721	0.0502	0.0157	0.0189	0.0023	-0.0283	-0.0005	9591.313567010942	0.09387444862269687	0.10726687806872286	0.07683834595148908	-0.0851982593994719	0.11947556780030705
13313.532688828765	1.0	66.0	9528.032313521891	9983.205419899248	0.0609	0.0096	0.0023	0.0014	-0.0349	-0.0142	9599.078122700657	-0.054490474517794395	0.0029496069094146087	0.007841554024530599	-0.06703783552530454	0.08153648750437285
13296.134718597912	1.0	67.0	9529.839867931729	10000.660323175758	0.0636	0.0088	0.0201	0.005	-0.0309	-0.0047	9625.334033643345	0.12785949265210633	0.006273130429628452	0.10506295081514115	-0.052463018668540334	0.0853455132718339
13353.54824979188	1.0	68.0	9538.741217528206	10009.940796443474	0.0464	0.0109	0.0202	-0.0062	-0.0331	0.0009	9625.113708920673	-0.010971677526650419	0.11384126734944951	-0.04351482442456067	-0.06288964331370699	0.02668448594685404
13358.296482774078	1.0	69.0	9527.86286828772	9990.591496017494	0.0761	0.0091	0.007	-0.0023	-0.0351	0.0007	9605.87690007575	-0.05697684085510091	-0.006664583695721601	0.01899415332046037	-0.018046013003369832	-0.02782529541120871
13358.498420089973	1.0	70.0	9526.422223856991	9970.266131861845	0.0576	0.0032	0.0218	-0.0121	-0.0365	0.0056	9594.401420018065	0.0421473702567612	0.010765819508894912	0.08405190475344541	0.02535049322892273	-0.15346507906898785
13288.624351626537	1.0	71.0	9528.188800573951	9974.096796836644	0.0701	0.0016	0.0015	-0.0001	-0.046	0.0088	9613.303173416145	-0.1254145143334688	0.044625079190381	0.09096492268847373	-0.050492107860719344	0.0731679955345362
13338.987756948001	1.0	72.0	9522.012809251113	9989.825952555058	0.0712	-0.0036	0.0178	0.0099	-0.0344	-0.0043	9620.776290870625	0.07300469899732617	-0.08528723736733196	0.036186251783125414	-0.14520157419647003	0.0570038468855491
13330.14918793225	1.0	73.0	9544.244554701534	9996.954283465868	0.0389	0.0113	0.0235	-0.0104	-0.0362	-0.001	9620.69914070198	0.0869793892490393	0.1784985689114071	-0.014850593589637832	-0.0036220126826009696	0.0373790845206469
13337.429763543802	1.0	74.0	9548.210633426621	9984.346117238276	0.0682	0.0073	0.0102	0.0124	-0.0416	-0.0167	9600.758499072854	-0.09116416107346534	-0.06014642701629666	-0.03385599159995923	0.02033213372897573	0.04314453853629949
13321.733032226562	1.0	75.0	9539.184060243986	9978.841434643302	0.0392	0.0097	0.0202	0.0122	-0.0303	-0.0022	9598.910930746508	0.07736936187260356	-0.06718086576226454	0.11111722621003624	0.05963510173128554	-0.04359137434961383
13363.246423940189	1.0	76.0	9539.475550873995	9990.300959680884	0.0381	0.0137	0.0272	-0.0004	-0.0452	-0.0027	9604.450792539998	-0.01466800560692044	0.08876443448739751	-0.015853950531337684	-0.04201497056195504	-0.04251756607121142
13305.586513831968	1.0	77.0	9527.038032453207	9984.000975103176	0.0485	0.0035	0.0093	0.0173	-0.0358	-0.0125	9593.788911134194	-0.0915695099688193	-0.03527575837303777	0.12089678401575979	-0.054850122402858054	0.032749677375931235
13340.41988085137	1.0	78.0	9529.623290565181	9988.804960030022	0.0167	-0.0	0.017	0.0143	-0.0156	-0.0005	9611.862580045692	0.10118084465037036	-0.07466040713148929	0.08398461315775879	-0.05424952652938598	0.04506648971175353
13319.735655737704	1.0	79.0	9556.908967125368	10008.57523520882	0.0211	0.0043	0.0239	-0.0053	-0.0276	-0.0091	9627.515022284108	0.021061367894597203	0.13209624845652798	-0.026263247796417043	-0.024576462677403852	0.00017077993931851265
13301.944271900615	1.0	80.0	9552.147686467677	10004.673249655263	0.0291	0.0041	0.0075	0.0065	-0.0283	-0.0145	9620.186474702836	-0.13184720201789957	0.049098450036671355	-0.024797613182657764	-0.07606010714019971	0.03510680211258503
13304.62512006916	1.0	81.0	9541.944493071318	9990.175071936314	0.0374	0.0058	0.0099	0.0091	-0.0315	-0.0196	9598.190461989085	-0.06924139664614186	-0.024907435649979073	0.043676857320327334	-0.06453444908841668	0.06333174697460017
13329.773949795082	1.0	82.0	9549.474585951913	9988.84463398787	0.0384	-0.0079	0.0189	-0.0064	-0.0152	-0.0234	9615.179096950153	0.11646513756673216	-0.05779333433517205	0.033492738379427754	0.02633690370900954	-0.09276394315886989
13334.852819223874	1.0	83.0	9547.192886479967	9985.86118983923	0.0422	-0.0045	0.013	-0.0021	-0.0234	-0.0181	9604.82317467769	0.008581723277243566	0.04463056650161035	0.03969566617790169	0.021181027029889266	-0.012846528011740464
13313.924479500192	1.0	84.0	9544.97825519727	9979.928992216468	0.0245	0.0009	0.0182	0.0039	-0.0243	-0.0099	9600.23304505784	-0.07089603784457087	0.0709822244850707	0.09903978025440133	-0.00023538204636602098	-0.05484362003842856
13317.49366835297	1.0	85.0	9546.94142640144	9985.763146619029	0.0168	-0.0067	0.0204	0.0057	-0.0273	-0.0119	9596.8210245621	0.027534309916096348	-0.005321214586654879	0.07158299562534816	-0.031954257635876594	0.029615733166191663
13355.803949074667	1.0	86.0	9545.172196688109	9988.259587638224	0.0017	-0.0062	0.0171	-0.006	-0.0216	0.016	9602.003568417089	0.07197631032325238	0.002693673210511601	0.04691827243267036	-0.01714005018772878	0.02718866207412738
13357.072189581198	1.0	87.0	9552.567060982146	9994.846255385575	-0.0021	-0.004	0.016	0.0115	-0.0197	0.0142	9614.623525932571	-0.06262281419449231	0.08265389461154207	0.028650630606898528	0.005542941639762091	0.01846285994890702
13302.331153744557	1.0	88.0	9550.570600760426	9996.975349487075	0.0103	-0.0121	0.0227	0.0199	-0.0261	-0.0148	9602.620773783698	-0.04660955697844088	0.014385432371224086	0.09569546886689004	0.014771198719574408	0.024464534949890655
13360.313804751537	1.0	89.0	9556.345405831988	9999.448443168225	-0.0217	-0.008	0.0299	-0.0102	-0.0245	0.021	9602.340975493245	0.01670915398574901	-0.08917884439094402	-0.023819669790839965	0.010889111970403464	0.02496386288455351
13322.193833648182	1.0	90.0	9557.114043638252	9983.82792990006	-0.0003	-0.0029	0.0091	0.01	-0.0088	0.0152	9595.626731165086	0.0037921562024883526	-0.0021305323056484173	0.05235218064564226	0.06460193336384674	0.01560063804564932
13363.342273149334	1.0	91.0	9553.964805651924	9991.234349119832	0.0038	0.0024	0.0149	0.0152	-0.0166	-0.0113	9599.773805224602	-0.08265658532292301	0.061836158201528775	-0.015158923833916954	-0.0002901356091627801	-0.04292062751570839
13333.264214187371	1.0	92.0	9563.082770238874	9997.524665948418	-0.0206	-0.0117	0.0113	0.0038	-0.02	0.0188	9606.324992607346	0.026380676135420066	-0.09780896828316979	0.0035557764580538935	0.005139448709520888	0.09673586716134151
13333.334454645876	1.0	93.0	9551.211357906457	10001.843486952273	-0.0331	-0.0125	0.0111	0.0104	-0.0106	0.0263	9624.56134241993	0.056480581917284244	0.08520479976848157	0.08043316422940266	-0.06609997551513806	-0.006011524406492094
13325.055179783556	1.0	94.0	9559.524260816725	10014.607630744185	-0.0531	-0.0059	0.0135	0.0059	-0.0147	0.0285	9621.32444924181	-0.07010720991670191	0.09857661320479381	-0.013513126530128353	-0.08981815269278601	0.08166725438847461
13329.053385750192	1.0	95.0	9549.315886769578	10011.339616295796	-0.0254	-0.0158	0.0051	0.016	-0.0108	0.0027	9630.958317912098	-0.003849908348901929	-0.03368071560186082	0.07193570486675122	-0.08560120644514356	0.1268741009593107
13311.595418961322	1.0	96.0	9551.704712080016	10014.842538514944	-0.0336	-0.0173	0.0196	0.0089	-0.0101	0.0008	9634.70281185183	0.03113222697519247	0.011432590209760379	0.07751464615464938	-0.03578645801128029	0.0073356540395501145
13334.562738137167	1.0	97.0	9561.81721093257	10017.50408509155	-0.032	-0.0184	0.0008	-0.0026	-0.0101	0.0192	9641.2623128401	-0.030442749774480936	-0.05783624587516301	-0.010519867260281798	-0.1539139318236477	0.12795260066770336
13337.846489577996	1.0	98.0	9557.669915568784	10055.517060987997	-0.0218	-0.0233	0.0068	0.0126	0.008	-0.0006	9685.240008220948	0.17924040163883243	0.036387198977745394	-0.001600405663411088	-0.1827333461332348	-0.021031230640264107
13409.245307297004	1.0	99.0	9576.207596343798	10059.838020683273	-0.0504	-0.0153	0.01	-0.0055	-0.0106	0.0016	9673.8561648917	0.013599243748909815	0.07778889654513929	-0.19109981149007882	-0.10676410530650719	0.001085150222328344
13401.50579934042	1.0	100.0	9560.434033075104	10019.867603748091	-0.0147	-0.0224	-0.0057	0.0094	-0.0058	0.0004	9638.224722158393	-0.039598022305944974	-0.08504425786394333	-0.06773191200345369	-0.04254263548316538	-0.10614727656320992
13368.2506763896	1.0	101.0	9560.635210711045	10005.747150869443	-0.0456	-0.0184	0.0098	0.0112	-0.0062	0.0194	9634.463126431414	0.05377608194922767	0.05948257997534457	-0.013559877735909361	-0.012217718190342133	-0.1684792512940614
13354.603437580046	1.0	102.0	9562.823436542214	10007.996014478811	-0.0417	-0.0221	-0.004	0.0148	-0.0139	0.0354	9631.900070893798	-0.12998745633463635	-0.056884620587308726	0.011561535120273997	-0.05680060007571495	-0.07313148315485832
13317.767568119236	1.0	103.0	9534.534007451955	10014.81994804836	-0.0413	-0.023	0.0201	0.0118	0.0044	0.0255	9651.44096149236	0.07878176123923467	-0.09813359998638561	0.21372469591085438	-0.10487892502283779	-0.1316356907025615
13358.194323930584	1.0	104.0	9555.569802976761	10032.435517792424	-0.0539	-0.0213	-0.0017	0.0056	-0.0072	0.0186	9668.830058035564	-0.1084733813137325	0.092874678044395	0.03146516313343227	-0.10873904037136936	0.04232053081015002
13386.12902932089	1.0	105.0	9559.716722836238	10027.583639010665	-0.0307	-0.0357	0.0064	0.0219	0.0003	0.0143	9652.264826958284	-0.04548517728594783	-0.13450083851928693	-0.04332490225312335	-0.14420003883116148	-0.023464461736794836
13361.904348904969	1.0	106.0	9557.811802048942	10024.271047999282	-0.0561	-0.0205	0.0073	0.0	-0.0079	0.0241	9648.55804596319	0.11676461482647775	0.10022997245318373	0.030055206038634426	-0.049346443800139896	-0.006785702155276815
13335.678642898309	1.0	107.0	9555.661260264433	10011.652112926084	-0.029	-0.0195	-0.0008	0.0273	-0.0041	0.0353	9634.969535871809	-0.14148781177058797	-0.08907539729542088	0.05408357926084176	-0.08827148057443596	-0.06078387800655823
13365.353935867059	1.0	108.0	9546.200883021886	10008.964504349366	-0.0462	-0.0221	0.0169	0.0178	-0.0002	0.0323	9637.58979114826	0.05628857386614602	-0.016636191271264932	0.10803742919420731	-0.08175220151174686	-0.1403182434793653
13339.308309586322	1.0	109.0	9546.34569392646	10016.938912727426	-0.0316	-0.0255	0.0027	0.0122	-0.0014	0.0147	9649.864389011873	-0.10621813236474204	0.04248357268744315	0.10698998108995862	-0.104614768807464	-0.09823358342638366
13332.725453861423	1.0	110.0	9541.345062925599	10023.467315151272	-0.0363	-0.0295	0.0165	0.0157	0.0073	0.0161	9656.114586146081	0.08947004831190068	-0.08863019528116674	0.14270378067918355	-0.12709017923313543	-0.08221744733806174
13352.204231637423	1.0	111.0	9557.093657232252	10040.888090541246	-0.0426	-0.0246	-0.0058	0.0012	-0.0028	0.0246	9675.69804492681	-0.10898971352246523	0.14179926148101124	-0.0005594522348023371	-0.20940421765214365	0.02082962161679788
13348.743361176037	1.0	112.0	9568.023809116265	10046.72962063462	-0.0213	-0.0285	0.0078	0.0197	0.0119	0.0112	9673.886364342803	0.04172368225523334	-0.14004380789341375	-0.02043923473082454	-0.2133226194579482	-0.012797267440719719
13390.730592821465	1.0	113.0	9580.294456447855	10051.540021278637	-0.0616	-0.0226	0.0101	-0.0018	0.0002	0.0265	9684.708458381494	0.10999426342728316	0.15005930670896414	-0.07645204613270838	-0.1078222066743021	-0.02718545321227842
13363.974728443583	1.0	114.0	9576.924804379301	10051.491946833747	-0.032	-0.0231	0.0029	0.0174	0.013	0.008	9671.69482551759	-0.09994242170093046	-0.10851810881026318	-0.05001856971817289	-0.1032515295758523	-0.06766316368491619
